status,ticket_id,priority,channel,topic,agent_group,agent_name,created_time,first_response_time,resolution_time,survey_results,product_group,support_level,country,creation_hours,first_response_hours,response_hours,SLA_status
In progress,1650,Medium,Email,Other,1st line support,Bernard Beckley,2023-03-22 04:26:56,2023-03-22 05:00:30,,,Ready to use Software,Tier 1,France,4.45,5.01,0.56,Compliant
Resolved,1651,Low,Email,Feature request,1st line support,Bernard Beckley,2023-03-22 00:13:36,2023-03-22 00:53:11,2023-03-23 02:09:23,,Other,Tier 1,Greece,0.23,0.89,0.66,Compliant
Closed,1652,Medium,Chat,Feature request,2nd line support,Heather Urry,2023-03-22 05:00:47,2023-03-22 05:02:37,2023-03-22 14:19:02,3,Custom software development,Tier 2,Austria,5.01,5.04,0.03,Compliant
Resolved,1653,Medium,Email,Product setup,1st line support,Nicola Wane,2023-03-22 01:30:24,2023-03-22 02:17:01,2023-03-22 05:08:56,,Training and Consulting Services,Tier 1,Greece,1.51,2.28,0.78,Compliant
Closed,1654,High,Email,Product setup,2nd line support,Heather Urry,2023-03-22 07:55:34,2023-03-22 08:43:58,2023-03-23 12:08:03,2,Custom software development,Tier 2,United Kingdom,7.93,8.73,0.81,Compliant
Closed,1655,Low,Email,Product setup,1st line support,Connor Danielovitch,2023-03-22 18:21:14,2023-03-22 23:06:15,2023-03-23 10:11:34,4,Custom software development,Tier 1,Slovenia,18.35,23.10,4.75,Breached
Closed,1656,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-03-23 06:03:44,2023-03-23 06:50:19,2023-03-26 03:52:10,5,Ready to use Software,Tier 2,Bulgaria,6.06,6.84,0.78,Compliant
Closed,1657,Medium,Phone,Bug report,1st line support,Nicola Wane,2023-03-23 13:40:59,2023-03-23 13:42:29,2023-03-24 09:24:48,5,Ready to use Software,Tier 1,Spain,13.68,13.71,0.03,Compliant
Closed,1658,High,Email,Other,1st line support,Nicola Wane,2023-03-23 13:58:43,2023-03-23 14:27:28,2023-03-25 10:50:47,4,Custom software development,Tier 1,United Kingdom,13.98,14.46,0.48,Compliant
Resolved,1659,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-03-23 14:27:04,2023-03-23 15:26:06,2023-03-25 11:18:48,,Training and Consulting Services,Tier 2,Greece,14.45,15.44,0.98,Compliant
In progress,1660,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-03-23 22:39:46,2023-03-23 23:30:12,,,Other,Tier 2,Italy,22.66,23.50,0.84,Compliant
Closed,1661,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-23 05:03:29,2023-03-23 05:05:06,2023-03-24 04:33:06,3,Training and Consulting Services,Tier 1,Italy,5.06,5.09,0.03,Compliant
Resolved,1665,Medium,Email,Feature request,1st line support,Nicola Wane,2023-03-24 07:33:22,2023-03-24 08:02:15,2023-03-25 12:21:56,,Custom software development,Tier 1,France,7.56,8.04,0.48,Compliant
In progress,1666,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-03-24 22:12:44,2023-03-24 22:54:23,,,Custom software development,Tier 1,Greece,22.21,22.91,0.69,Compliant
Closed,1668,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-24 04:18:03,2023-03-24 04:49:48,2023-03-25 22:13:45,4,Custom software development,Tier 1,Germany,4.30,4.83,0.53,Compliant
Closed,1669,Medium,Email,Feature request,1st line support,Nicola Wane,2023-03-24 11:22:39,2023-03-24 11:34:27,2023-03-25 18:18:37,5,Ready to use Software,Tier 1,Greece,11.38,11.57,0.20,Compliant
Closed,1670,Low,Email,Feature request,1st line support,Kristos Westoll,2023-03-24 20:23:23,2023-03-24 20:58:53,2023-03-26 04:36:21,1,Custom software development,Tier 1,Germany,20.39,20.98,0.59,Compliant
Closed,1671,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-03-24 13:35:36,2023-03-24 16:45:17,2023-03-28 02:36:52,3,Other,Tier 1,Germany,13.59,16.75,3.16,Compliant
Closed,1673,High,Chat,Feature request,1st line support,Nicola Wane,2023-03-24 21:33:29,2023-03-24 21:35:19,2023-03-25 19:43:26,4,Ready to use Software,Tier 1,France,21.56,21.59,0.03,Compliant
Resolved,1674,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-03-24 06:37:36,2023-03-24 07:34:25,2023-03-24 10:10:42,,Ready to use Software,Tier 1,Poland,6.63,7.57,0.95,Compliant
Closed,1675,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-25 16:02:04,2023-03-25 16:54:19,2023-03-26 09:01:07,5,Training and Consulting Services,Tier 1,Italy,16.03,16.91,0.87,Compliant
In progress,1676,Low,Email,Product setup,1st line support,Bernard Beckley,2023-03-25 17:27:15,2023-03-25 18:02:39,,,Ready to use Software,Tier 1,Czech Republic,17.45,18.04,0.59,Compliant
Closed,1677,Low,Email,Product setup,1st line support,Bernard Beckley,2023-03-25 02:51:23,2023-03-25 03:46:34,2023-03-26 21:21:49,2,Ready to use Software,Tier 1,United Kingdom,2.86,3.78,0.92,Compliant
Closed,1690,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-03-26 13:36:41,2023-03-26 13:37:55,2023-03-27 03:29:18,3,Custom software development,Tier 2,Italy,13.61,13.63,0.02,Compliant
Resolved,1691,Low,Phone,Other,1st line support,Connor Danielovitch,2023-03-26 01:47:02,2023-03-26 01:48:08,2023-03-30 20:51:30,,Ready to use Software,Tier 1,Austria,1.78,1.80,0.02,Compliant
In progress,1692,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-03-27 16:55:41,2023-03-27 17:24:30,,,Ready to use Software,Tier 1,Germany,16.93,17.41,0.48,Compliant
Closed,1693,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-03-27 09:48:08,2023-03-27 09:48:45,2023-03-31 12:13:42,4,Ready to use Software,Tier 1,Bulgaria,9.80,9.81,0.01,Compliant
In progress,1694,High,Email,Feature request,1st line support,Sheela Cutten,2023-03-27 19:39:56,2023-03-27 20:00:34,,,Ready to use Software,Tier 1,United Kingdom,19.67,20.01,0.34,Compliant
Resolved,1695,Low,Chat,Product setup,1st line support,Nicola Wane,2023-03-27 08:57:08,2023-03-27 08:57:46,2023-03-27 10:34:19,,Custom software development,Tier 1,Republic of Ireland,8.95,8.96,0.01,Compliant
In progress,1696,Low,Phone,Other,1st line support,Sheela Cutten,2023-03-27 14:12:36,2023-03-27 14:12:37,,,Other,Tier 1,Austria,14.21,14.21,0.00,Compliant
In progress,1697,Low,Phone,Product setup,1st line support,Sheela Cutten,2023-03-28 00:41:10,2023-03-28 00:44:03,,,Other,Tier 1,Poland,0.69,0.73,0.05,Compliant
Resolved,1698,Low,Chat,Feature request,1st line support,Nicola Wane,2023-03-28 05:44:27,2023-03-28 05:44:53,2023-03-29 03:29:53,,Other,Tier 1,Italy,5.74,5.75,0.01,Compliant
Closed,1699,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-03-28 15:16:48,2023-03-28 15:40:03,2023-03-29 10:34:11,4,Training and Consulting Services,Tier 1,Slovenia,15.28,15.67,0.39,Compliant
Closed,1700,High,Phone,Product setup,1st line support,Sheela Cutten,2023-03-28 16:37:36,2023-03-28 16:38:27,2023-03-30 03:53:57,5,Ready to use Software,Tier 1,Czech Republic,16.63,16.64,0.01,Compliant
In progress,1701,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-03-28 20:46:16,2023-03-28 20:48:52,,,Other,Tier 2,Italy,20.77,20.81,0.04,Compliant
Resolved,1702,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-28 08:09:43,2023-03-28 13:31:54,2023-03-29 03:29:47,,Ready to use Software,Tier 1,Greece,8.16,13.53,5.37,Breached
Closed,1703,High,Phone,Feature request,1st line support,Kristos Westoll,2023-03-29 11:10:19,2023-03-29 11:11:45,2023-03-30 12:09:59,4,Ready to use Software,Tier 1,Italy,11.17,11.20,0.02,Compliant
Resolved,1704,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-03-29 01:29:54,2023-03-29 02:07:19,2023-03-29 10:30:05,,Training and Consulting Services,Tier 2,Poland,1.50,2.12,0.62,Compliant
Closed,1705,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,2023-03-29 03:32:03,2023-03-29 03:49:01,2023-03-31 03:02:12,4,Training and Consulting Services,Tier 2,Italy,3.53,3.82,0.28,Compliant
In progress,1706,Low,Email,Product setup,1st line support,Sheela Cutten,2023-03-29 17:06:26,2023-03-29 17:49:23,,,Ready to use Software,Tier 1,Bulgaria,17.11,17.82,0.72,Compliant
Resolved,1707,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-03-29 08:39:21,2023-03-29 08:40:17,2023-03-29 09:17:29,,Custom software development,Tier 1,France,8.66,8.67,0.02,Compliant
Closed,1708,Low,Chat,Other,1st line support,Bernard Beckley,2023-03-29 04:00:01,2023-03-29 04:00:06,2023-03-29 23:29:26,4,Custom software development,Tier 1,Czech Republic,4.00,4.00,0.00,Compliant
In progress,1709,Low,Chat,Training request,2nd line support,Michele Whyatt,2023-03-29 20:14:43,2023-03-29 20:16:25,,,Training and Consulting Services,Tier 2,United Kingdom,20.25,20.27,0.03,Compliant
Closed,1710,Low,Email,Product setup,2nd line support,Heather Urry,2023-03-30 18:00:20,2023-03-30 18:01:45,2023-03-31 09:04:43,4,Ready to use Software,Tier 2,Poland,18.01,18.03,0.02,Compliant
Closed,1711,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-03-30 15:51:14,2023-03-30 16:42:29,2023-04-01 04:03:40,4,Ready to use Software,Tier 2,Spain,15.85,16.71,0.85,Compliant
Closed,1712,Low,Email,Feature request,2nd line support,Heather Urry,2023-03-30 13:19:08,2023-03-30 14:00:43,2023-03-31 19:26:04,4,Ready to use Software,Tier 2,Italy,13.32,14.01,0.69,Compliant
Closed,1713,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-03-30 11:29:45,2023-03-30 11:45:26,2023-04-01 04:25:10,4,Ready to use Software,Tier 2,Spain,11.50,11.76,0.26,Compliant
Closed,1714,High,Email,Bug report,2nd line support,Heather Urry,2023-03-30 17:10:34,2023-03-30 17:11:08,2023-03-31 22:27:17,1,Ready to use Software,Tier 2,Republic of Ireland,17.18,17.19,0.01,Compliant
Closed,1715,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-03-30 22:34:43,2023-03-30 22:58:42,2023-04-04 20:01:01,3,Custom software development,Tier 1,Germany,22.58,22.98,0.40,Compliant
Closed,1717,Medium,Chat,Other,1st line support,Bernard Beckley,2023-03-30 04:23:37,2023-03-30 04:27:14,2023-03-31 03:13:03,3,Custom software development,Tier 1,Greece,4.39,4.45,0.06,Compliant
Resolved,1718,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-30 22:31:49,2023-03-30 22:32:50,2023-03-31 13:51:54,,Ready to use Software,Tier 1,Slovenia,22.53,22.55,0.02,Compliant
In progress,1719,Low,Chat,Product setup,1st line support,Nicola Wane,2023-03-30 07:13:06,2023-03-30 07:13:38,,,Ready to use Software,Tier 1,Slovenia,7.22,7.23,0.01,Compliant
Resolved,1720,Low,Email,Bug report,1st line support,Nicola Wane,2023-03-30 12:29:28,2023-03-30 13:15:58,2023-03-31 21:35:36,,Ready to use Software,Tier 1,Italy,12.49,13.27,0.78,Compliant
Closed,1721,Low,Email,Product setup,1st line support,Sheela Cutten,2023-03-30 15:37:40,2023-03-30 15:38:54,2023-04-01 00:45:41,3,Ready to use Software,Tier 1,Slovenia,15.63,15.65,0.02,Compliant
Resolved,1722,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-30 20:59:16,2023-03-30 20:59:38,2023-03-31 19:19:55,,Custom software development,Tier 1,France,20.99,20.99,0.01,Compliant
Closed,1723,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-03-31 04:57:23,2023-03-31 04:58:37,2023-03-31 20:37:55,5,Ready to use Software,Tier 1,Germany,4.96,4.98,0.02,Compliant
Closed,1725,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-03-31 03:10:35,2023-03-31 03:53:25,2023-04-03 18:45:09,4,Custom software development,Tier 1,Greece,3.18,3.89,0.71,Compliant
Closed,1726,High,Chat,Feature request,1st line support,Kristos Westoll,2023-03-31 11:40:29,2023-03-31 11:41:31,2023-03-31 15:33:54,4,Ready to use Software,Tier 1,Italy,11.67,11.69,0.02,Compliant
Resolved,1727,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-31 08:54:42,2023-03-31 08:56:24,2023-04-01 04:59:43,,Ready to use Software,Tier 1,Greece,8.91,8.94,0.03,Compliant
Resolved,1728,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-03-31 17:02:56,2023-03-31 17:30:19,2023-04-02 14:44:39,,Ready to use Software,Tier 2,Poland,17.05,17.51,0.46,Compliant
In progress,1729,High,Email,Product setup,1st line support,Nicola Wane,2023-03-31 22:38:17,2023-03-31 22:59:12,,,Ready to use Software,Tier 1,Bulgaria,22.64,22.99,0.35,Compliant
In progress,1730,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-04-01 04:42:45,2023-04-01 04:44:38,,,Custom software development,Tier 2,Poland,4.71,4.74,0.03,Compliant
Resolved,1731,Low,Email,Feature request,1st line support,Sheela Cutten,2023-04-01 19:34:47,2023-04-01 20:12:35,2023-04-03 01:12:34,,Other,Tier 1,Germany,19.58,20.21,0.63,Compliant
In progress,1732,Low,Email,Training request,1st line support,Nicola Wane,2023-04-01 19:44:41,2023-04-02 00:46:44,,,Training and Consulting Services,Tier 1,Greece,19.74,0.78,18.97,Breached
Closed,1733,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-04-01 19:19:16,2023-04-01 20:07:01,2023-04-02 13:38:28,2,Other,Tier 1,Slovenia,19.32,20.12,0.80,Compliant
Closed,1748,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-04-02 15:10:55,2023-04-02 15:15:54,2023-04-05 16:34:22,3,Custom software development,Tier 2,Czech Republic,15.18,15.27,0.08,Compliant
In progress,1749,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,2023-04-02 04:44:24,2023-04-02 04:45:00,,,Other,Tier 1,Germany,4.74,4.75,0.01,Compliant
Resolved,1750,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-04-02 16:03:14,2023-04-02 16:03:59,2023-04-06 10:28:20,,Custom software development,Tier 1,Italy,16.05,16.07,0.01,Compliant
Resolved,1751,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-02 15:53:36,2023-04-02 16:17:30,2023-04-03 18:13:24,,Other,Tier 2,Poland,15.89,16.29,0.40,Compliant
Closed,1752,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-04-02 23:30:34,2023-04-02 23:35:25,2023-04-03 20:34:51,4,Custom software development,Tier 1,Germany,23.51,23.59,0.08,Compliant
Closed,1753,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-04-03 05:55:15,2023-04-03 06:06:34,2023-04-04 16:03:05,4,Ready to use Software,Tier 2,Austria,5.92,6.11,0.19,Compliant
Closed,1754,Medium,Chat,Bug report,1st line support,Connor Danielovitch,2023-04-03 00:18:01,2023-04-03 00:19:48,2023-04-03 09:32:50,5,Ready to use Software,Tier 1,Spain,0.30,0.33,0.03,Compliant
Closed,1755,High,Email,Product setup,1st line support,Sheela Cutten,2023-04-03 04:51:54,2023-04-03 05:44:08,2023-04-04 18:05:12,5,Ready to use Software,Tier 1,Poland,4.87,5.74,0.87,Compliant
Resolved,1756,Low,Email,Product setup,1st line support,Bernard Beckley,2023-04-03 05:19:08,2023-04-03 05:47:53,2023-04-04 09:47:28,,Other,Tier 1,Germany,5.32,5.80,0.48,Compliant
In progress,1757,High,Chat,Product setup,1st line support,Kristos Westoll,2023-04-03 07:05:23,2023-04-03 07:05:26,,,Ready to use Software,Tier 1,Austria,7.09,7.09,0.00,Compliant
Closed,1759,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-04-03 17:17:33,2023-04-03 17:18:18,2023-04-04 14:06:49,3,Custom software development,Tier 1,Austria,17.29,17.31,0.01,Compliant
Closed,1761,Low,Email,Other,1st line support,Sheela Cutten,2023-04-04 13:34:57,2023-04-04 20:16:00,2023-04-05 02:47:11,4,Custom software development,Tier 1,Austria,13.58,20.27,6.68,Breached
Closed,1762,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-04-04 22:42:38,2023-04-04 22:44:33,2023-04-06 16:31:46,3,Ready to use Software,Tier 1,France,22.71,22.74,0.03,Compliant
Resolved,1763,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-04-04 12:31:49,2023-04-04 12:36:46,2023-04-05 02:55:34,,Ready to use Software,Tier 1,Poland,12.53,12.61,0.08,Compliant
Closed,1764,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-04-04 08:56:01,2023-04-04 08:57:43,2023-04-04 18:34:44,4,Training and Consulting Services,Tier 1,Austria,8.93,8.96,0.03,Compliant
Resolved,1765,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-04-04 11:05:30,2023-04-04 11:05:38,2023-04-05 01:55:44,,Ready to use Software,Tier 2,United Kingdom,11.09,11.09,0.00,Compliant
Closed,1766,Low,Email,Other,2nd line support,Michele Whyatt,2023-04-05 02:02:11,2023-04-05 02:51:18,2023-04-05 08:47:59,4,Other,Tier 2,United Kingdom,2.04,2.86,0.82,Compliant
Closed,1767,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-04-05 10:03:11,2023-04-05 10:04:28,2023-04-07 11:19:05,3,Ready to use Software,Tier 1,Poland,10.05,10.07,0.02,Compliant
In progress,1768,Low,Chat,Product setup,1st line support,Nicola Wane,2023-04-05 21:15:23,2023-04-05 21:16:41,,,Training and Consulting Services,Tier 1,Bulgaria,21.26,21.28,0.02,Compliant
In progress,1769,Low,Email,Feature request,2nd line support,Heather Urry,2023-04-05 11:07:48,2023-04-05 11:37:03,,,Custom software development,Tier 2,Germany,11.13,11.62,0.49,Compliant
Open,1770,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-04-05 16:27:41,,,,Ready to use Software,Tier 1,Germany,16.46,,,Breached
Closed,1771,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-04-05 07:14:31,2023-04-05 07:15:05,2023-04-06 02:39:11,4,Ready to use Software,Tier 1,Poland,7.24,7.25,0.01,Compliant
Closed,1772,Medium,Chat,Feature request,1st line support,Nicola Wane,2023-04-06 03:30:54,2023-04-06 03:32:38,2023-04-06 04:31:03,5,Ready to use Software,Tier 1,Germany,3.52,3.54,0.03,Compliant
Resolved,1773,High,Email,Pricing and Licensing,1st line support,Sheela Cutten,2023-04-06 17:18:15,2023-04-06 17:45:14,2023-04-07 07:13:28,,Custom software development,Tier 1,Italy,17.30,17.75,0.45,Compliant
Closed,1774,Medium,Email,Bug report,2nd line support,Heather Urry,2023-04-06 02:59:03,2023-04-06 03:39:49,2023-04-07 02:15:49,4,Custom software development,Tier 2,Slovenia,2.98,3.66,0.68,Compliant
Closed,1775,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-04-06 18:15:46,2023-04-06 19:00:40,2023-04-08 07:58:45,4,Ready to use Software,Tier 1,Republic of Ireland,18.26,19.01,0.75,Compliant
Closed,1777,Medium,Email,Product setup,1st line support,Sheela Cutten,2023-04-06 04:54:37,2023-04-06 05:44:37,2023-04-06 14:47:23,4,Other,Tier 1,Italy,4.91,5.74,0.83,Compliant
In progress,1778,Medium,Email,Training request,2nd line support,Heather Urry,2023-04-06 18:43:11,2023-04-06 19:34:19,,,Training and Consulting Services,Tier 2,France,18.72,19.57,0.85,Compliant
Closed,1779,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-04-07 02:13:34,2023-04-07 03:01:52,2023-04-08 13:42:13,3,Ready to use Software,Tier 1,Bulgaria,2.23,3.03,0.81,Compliant
Resolved,1780,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-04-07 22:19:14,2023-04-07 22:24:34,2023-04-09 11:25:34,,Ready to use Software,Tier 2,Germany,22.32,22.41,0.09,Compliant
In progress,1782,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-04-07 18:21:00,2023-04-07 18:39:32,,,Ready to use Software,Tier 1,Germany,18.35,18.66,0.31,Compliant
Closed,1783,Medium,Email,Feature request,2nd line support,Heather Urry,2023-04-07 05:02:22,2023-04-07 05:18:28,2023-04-07 21:09:00,1,Ready to use Software,Tier 2,Slovenia,5.04,5.31,0.27,Compliant
Closed,1784,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-04-07 07:46:50,2023-04-07 08:03:59,2023-04-08 18:08:43,4,Ready to use Software,Tier 1,Italy,7.78,8.07,0.29,Compliant
In progress,1801,High,Phone,Feature request,1st line support,Connor Danielovitch,2023-04-09 11:16:06,2023-04-09 11:17:30,,,Custom software development,Tier 1,Poland,11.27,11.29,0.02,Compliant
In progress,1802,Low,Chat,Pricing and Licensing,1st line support,Nicola Wane,2023-04-09 18:24:07,2023-04-09 18:24:07,,,Custom software development,Tier 1,Greece,18.40,18.40,0.00,Compliant
Closed,1803,Low,Email,Other,1st line support,Connor Danielovitch,2023-04-09 01:54:49,2023-04-09 02:31:16,2023-04-10 22:57:36,4,Custom software development,Tier 1,Spain,1.91,2.52,0.61,Compliant
